study,domain,domain_abbr,sub_domain,source,metric,atlas,table_name,table_label,url_docs,url_deap,url_score,n_total,n_admin,n_item,n_derived,n_score,type,00S,00A,00M,01A,01M,02A,02M,03A,03M,04A,04M,05A,05M,06A,C01,C02,C03,C04,C05,C06,C07,S01,S02,S03,S04,S05
Core,Mental Health,ksads_p,Anxiety,Parent,,,mh_p_ksads__agor,KSADS - Agoraphobia [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__agor,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Agoraphobia%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,14,,,,14,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Anxiety,Parent,,,mh_p_ksads__gad,KSADS - Generalized Anxiety Disorder [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__gad,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Generalized%20Anxiety%20Disorder%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,19,,,,19,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Anxiety,Parent,,,mh_p_ksads__ocd,KSADS - Obsessive Compulsive Disorder [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__ocd,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Obsessive%20Compulsive%20Disorder%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,26,,,,26,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Anxiety,Parent,,,mh_p_ksads__panic,KSADS - Panic Disorder [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__panic,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Panic%20Disorder%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,18,,,,18,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Anxiety,Parent,,,mh_p_ksads__phobia,KSADS - Specific Phobia [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__phobia,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Specific%20Phobia%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,13,,,,13,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,
Core,Mental Health,ksads_p,Anxiety,Parent,,,mh_p_ksads__sepanx,KSADS - Separation Anxiety [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__sepanx,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Separation%20Anxiety%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,29,,,,29,dynamic,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,
Core,Mental Health,ksads_p,Anxiety,Parent,,,mh_p_ksads__socanx,KSADS - Social Anxiety Disorder [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__socanx,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Social%20Anxiety%20Disorder%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,19,,,,19,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_y,Anxiety,Youth,,,mh_y_ksads__gad,KSADS - Generalized Anxiety Disorder [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__gad,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Generalized%20Anxiety%20Disorder%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,19,,,,19,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_y,Anxiety,Youth,,,mh_y_ksads__ocd,KSADS - Obsessive Compulsive Disorder [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__ocd,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Obsessive%20Compulsive%20Disorder%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,26,,,,26,dynamic,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_y,Anxiety,Youth,,,mh_y_ksads__panic,KSADS - Panic Disorder [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__panic,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Panic%20Disorder%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,18,,,,18,dynamic,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_y,Anxiety,Youth,,,mh_y_ksads__socanx,KSADS - Social Anxiety Disorder [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__socanx,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Social%20Anxiety%20Disorder%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,19,,,,19,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Autism Spectrum,Parent,,,mh_p_ksads__asd,KSADS - Autism Spectrum Disorders [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__asd,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Autism%20Spectrum%20Disorders%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,19,,,,19,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,
Core,Mental Health,mh,Broad Psychopathology,Parent,,,mh_p_abcl,Adult Behavior Checklist [Parent],/documentation/non_imaging/mh.html#mh_p_abcl,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22Adult%20Behavior%20Checklist%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#adult-behavior-checklist-parent-,215,3,140,1,71,dynamic,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,
Core,Mental Health,mh,Broad Psychopathology,Parent,,,mh_p_asr,Adult Self Report [Parent],/documentation/non_imaging/mh.html#mh_p_asr,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22Adult%20Self%20Report%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#adult-self-report-parent-,187,3,140,,44,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,
Core,Mental Health,mh,Broad Psychopathology,Parent,,,mh_p_cbcl,Child Behavior Checklist [Parent],/documentation/non_imaging/mh.html#mh_p_cbcl,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22Child%20Behavior%20Checklist%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#child-behavior-checklist-parent-,184,3,119,,62,dynamic,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Broad Psychopathology,Parent,,,mh_p_famhx,Family History [Parent],/documentation/non_imaging/mh.html#mh_p_famhx,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22Family%20History%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,1453,3,1450,,,dynamic,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Broad Psychopathology,Teacher,,,mh_t_bpm,Brief Problem Monitor [Teacher],/documentation/non_imaging/mh.html#mh_t_bpm,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Teacher%22%2C%22Brief%20Problem%20Monitor%20%5BTeacher%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#brief-problem-monitor-teacher-,33,2,19,,12,dynamic,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Broad Psychopathology,Youth,,,mh_y_bpm,Brief Problem Monitor [Youth],/documentation/non_imaging/mh.html#mh_y_bpm,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22Brief%20Problem%20Monitor%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#brief-problem-monitor-youth-,34,3,19,,12,dynamic,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Broad Psychopathology,Youth,,,mh_y_ysr,Youth Self Report [Youth],/documentation/non_imaging/mh.html#mh_y_ysr,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22Youth%20Self%20Report%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#youth-self-report-youth-,177,2,119,,56,dynamic,,,,,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Eating,Parent,,,mh_p_ksads__ed,KSADS - Eating Disorders [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__ed,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Eating%20Disorders%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,40,,,,40,dynamic,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_y,Eating,Youth,,,mh_y_ksads__ed,KSADS - Eating Disorders [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__ed,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Eating%20Disorders%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,40,,,,40,dynamic,,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Emotion,Parent,,,mh_p_ders,Difficulty in Emotion Regulation [Parent],/documentation/non_imaging/mh.html#mh_p_ders,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22Difficulty%20in%20Emotion%20Regulation%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#difficulty-in-emotion-regulation-parent-,40,3,29,,8,dynamic,,,,,,,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Emotion,Youth,,,mh_y_erq,Emotion Regulation Questionnaire [Youth],/documentation/non_imaging/mh.html#mh_y_erq,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22Emotion%20Regulation%20Questionnaire%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#emotion-regulation-questionnaire-youth-,13,3,6,,4,dynamic,,,,,,,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Emotion,Youth,,,mh_y_pai,NIH Toolbox - Positive Affect Items [Youth],/documentation/non_imaging/mh.html#mh_y_pai,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22NIH%20Toolbox%20-%20Positive%20Affect%20Items%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#nih-toolbox-positive-affect-items-youth-,14,3,9,,2,dynamic,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,,,
Core,Mental Health,ksads_p,Externalizing,Parent,,,mh_p_ksads__adhd,KSADS - Attention-Deficit/Hyperactivity Disorder [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__adhd,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Attention-Deficit%2FHyperactivity%20Disorder%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,50,,,,50,dynamic,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Externalizing,Parent,,,mh_p_ksads__cond,KSADS - Conduct Disorder [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__cond,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Conduct%20Disorder%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,35,,,,35,dynamic,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Externalizing,Parent,,,mh_p_ksads__odd,KSADS - Oppositional Defiant Disorder [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__odd,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Oppositional%20Defiant%20Disorder%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,28,,,,28,dynamic,,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,
Core,Mental Health,ksads_y,Externalizing,Youth,,,mh_y_ksads__cond,KSADS - Conduct Disorder [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__cond,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Conduct%20Disorder%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,35,,,,35,dynamic,,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Harm,Parent,,,mh_p_ksads__hom,KSADS - Homicidality [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__hom,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Homicidality%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,6,,,,6,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Harm,Parent,,,mh_p_ksads__suic,KSADS - Suicidality [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__suic,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Suicidality%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,51,,,,51,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_y,Harm,Youth,,,mh_y_ksads__suic,KSADS - Suicidality [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__suic,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Suicidality%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,51,,,,51,dynamic,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Mood,Parent,,,mh_p_gbi,General Behavior Inventory - Mania [Parent],/documentation/non_imaging/mh.html#mh_p_gbi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22General%20Behavior%20Inventory%20-%20Mania%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#general-behavior-inventory-mania-parent-,15,3,10,,2,dynamic,,TRUE,,TRUE,,TRUE,,,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Mood,Parent,,,mh_p_ksads__bpd,KSADS - Bipolar Disorders [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__bpd,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Bipolar%20Disorders%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,61,,,,61,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Mood,Parent,,,mh_p_ksads__dep,KSADS - Depressive Disorders [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__dep,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Depressive%20Disorders%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,49,,,,49,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Mood,Parent,,,mh_p_ksads__dmdd,KSADS - Disruptive Mood Dysregulation Disorder [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__dmdd,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Disruptive%20Mood%20Dysregulation%20Disorder%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,5,,,,5,dynamic,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,
Core,Mental Health,ksads_y,Mood,Youth,,,mh_y_ksads__bpd,KSADS - Bipolar Disorders [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__bpd,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Bipolar%20Disorders%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,61,,,,61,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_y,Mood,Youth,,,mh_y_ksads__dep,KSADS - Depressive Disorders [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__dep,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Depressive%20Disorders%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,49,,,,49,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_y,Mood,Youth,,,mh_y_ksads__dmdd,KSADS - Disruptive Mood Dysregulation Disorder [Youth],/documentation/non_imaging/mh.html#mh_y_ksads__dmdd,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22KSADS%20-%20Disruptive%20Mood%20Dysregulation%20Disorder%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,5,,,,5,dynamic,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Mood,Youth,,,mh_y_sup,7-Up Mania Inventory [Youth],/documentation/non_imaging/mh.html#mh_y_sup,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%227-Up%20Mania%20Inventory%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#7-up-mania-inventory-youth-,12,3,7,,2,dynamic,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,
Core,Mental Health,mh,Peers,Youth,,,mh_y_peq,Peer Experiences Questionnaire [Youth],/documentation/non_imaging/mh.html#mh_y_peq,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22Peer%20Experiences%20Questionnaire%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#peer-experiences-questionnaire-youth-,33,3,18,,12,dynamic,,,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Peers,Youth,,,mh_y_resil,Other Resilience [Youth],/documentation/non_imaging/mh.html#mh_y_resil,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22Other%20Resilience%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,,11,8,,,3,dynamic,,TRUE,,,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,ksads_p,Psychosis,Parent,,,mh_p_ksads__psych,KSADS - Psychosis [Parent],/documentation/non_imaging/mh.html#mh_p_ksads__psych,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Psychosis%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,60,,,,60,dynamic,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Psychosis,Youth,,,mh_y_pps,Prodromal Psychosis Scale [Youth],/documentation/non_imaging/mh.html#mh_y_pps,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Youth%22%2C%22Prodromal%20Psychosis%20Scale%20%5BYouth%5D%22%5D%5D#/my-datasets/create-dataset,https://software.nbdc-datahub.org/ABCDscores/reference/index.html#prodromal-psychosis-scale-youth-,73,2,63,,8,dynamic,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
Core,Mental Health,mh,Psychosocial,Parent,,,mh_p_kbi,KSADS - Background Items [Parent],/documentation/non_imaging/mh.html#mh_p_kbi,https://abcd.deapscience.com/?hierarchyOrder=%5B%22study%22%2C%22domain%22%2C%22subDomain%22%2C%22source%22%2C%22metric%22%2C%22atlas%22%5D&hierarchy=%5B%5B%22Parent%22%2C%22KSADS%20-%20Background%20Items%20%5BParent%5D%22%5D%5D#/my-datasets/create-dataset,,164,3,161,,,dynamic,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,
